Unnamed: 0,data,fonte,id,descricao,tipo,endereco,rua,numero,bairro,cidade,valor,periodicidade,condominio,area,qtd_banheiros,qtd_quartos,qtd_vagas,url,amenities,categoria,valor_total,valor_m2,valor_condo_m2,area_por_quarto,tem_vaga
1928,2023-12-06 12:58:23.054615,Vivareal,2673764795,"Casa com 3 Quartos para Aluguel, 145m²",Casa,"Rua das Canoas - Campeche, Florianópolis - SC",Rua das Canoas ,, Campeche,florianopolis,6000,Mês,0.0,145.0,3.0,3.0,2.0,https://vivareal.com.br/imovel/casa-3-quartos-campeche-bairros-florianopolis-com-garagem-145m2-aluguel-RS6000-id-2673764795/,Portão eletrônico; Aceita animais,Residencial,6000.0,41.37931034482759,0.0,48.333333333333336,1
1930,2023-12-06 12:58:23.058832,Vivareal,2519051532,"Casa com 5 Quartos para Aluguel, 432m²",Casa,"Rua das Piraúnas - Jurerê Internacional, Florianópolis - SC",Rua das Piraúnas ,, Jurerê Internacional,florianopolis,15500,Mês,0.0,432.0,6.0,5.0,2.0,https://vivareal.com.br/imovel/casa-5-quartos-jurere-internacional-bairros-florianopolis-com-garagem-432m2-aluguel-RS15500-id-2519051532/,Piscina; Jardim; Ar-condicionado; Closet; Mobiliado,Residencial,15500.0,35.879629629629626,0.0,86.4,1
1933,2023-12-06 12:58:23.064099,Vivareal,2673625493,Casa de condomínio com 4 Quartos para Venda/Aluguel 400m²,Casa,"Servidão João José de Melo - Córrego Grande, Florianópolis - SC",Servidão João José de Melo ,, Córrego Grande,florianopolis,15000,Mês,0.0,400.0,6.0,4.0,2.0,https://vivareal.com.br/imovel/casa-de-condominio-4-quartos-corrego-grande-bairros-florianopolis-com-garagem-400m2-venda-RS3150000-id-2673625493/,Piscina; Churrasqueira; Condomínio fechado; Aceita animais; Área de serviço; ...,Residencial,15000.0,37.5,0.0,100.0,1
1934,2023-12-06 12:58:23.065844,Vivareal,2649190094,"Apartamento com 3 Quartos para Aluguel, 171m²",Apartamento,"Avenida Professor Othon Gama D'Eça, 140 - Centro, Florianópolis - SC",Avenida Professor Othon Gama D'Eça,140.0, Centro,florianopolis,6900,Mês,1250.0,171.0,4.0,3.0,1.0,https://vivareal.com.br/imovel/apartamento-3-quartos-centro-bairros-florianopolis-com-garagem-171m2-aluguel-RS6900-id-2649190094/,Mobiliado; Elevador; Varanda; Aceita animais; Garagem; ...,Residencial,8150.0,40.35087719298246,7.309941520467836,57.0,1
1940,2023-12-06 12:58:23.076152,Vivareal,2650203357,"Apartamento com  Quarto para Aluguel, 29m²",Apartamento,"Rua Augusto Lídio Pires, 60 - Carvoeira, Florianópolis - SC",Rua Augusto Lídio Pires,60.0, Carvoeira,florianopolis,2690,Mês,0.0,29.0,1.0,1.0,1.0,https://vivareal.com.br/imovel/apartamento-1-quartos-carvoeira-bairros-florianopolis-29m2-aluguel-RS2690-id-2650203357/,Mobiliado,Residencial,2690.0,92.75862068965516,0.0,29.0,1
1943,2023-12-06 12:58:23.081264,Vivareal,2673482873,"Apartamento com 3 Quartos para Aluguel, 90m²",Apartamento,"Ingleses do Rio Vermelho, Florianópolis - SC",,,Ingleses do Rio Vermelho,florianopolis,5500,Mês,608.0,90.0,2.0,3.0,1.0,https://vivareal.com.br/imovel/apartamento-3-quartos-ingleses-do-rio-vermelho-bairros-florianopolis-com-garagem-90m2-aluguel-RS5500-id-2673482873/,Piscina; Mobiliado; Churrasqueira; Elevador; Varanda; ...,Residencial,6108.0,61.11111111111112,6.755555555555556,30.0,1
1946,2023-12-06 12:58:23.086307,Vivareal,2658410281,"Apartamento com 2 Quartos para Aluguel, 105m²",Apartamento,"Rua Alba Dias Cunha - Trindade, Florianópolis - SC",Rua Alba Dias Cunha ,, Trindade,florianopolis,4000,Mês,850.0,105.0,2.0,2.0,2.0,https://vivareal.com.br/imovel/apartamento-2-quartos-trindade-bairros-florianopolis-com-garagem-105m2-aluguel-RS4000-id-2658410281/,Academia; Salão de festas; Ar-condicionado; Mobiliado,Residencial,4850.0,38.095238095238095,8.095238095238095,52.5,1
1952,2023-12-06 12:58:23.096424,Vivareal,2612611678,Casa com 4 Quartos para Venda/Aluguel 240m²,Casa,"Rua do Lamim, 2850 - Canasvieiras, Florianópolis - SC",Rua do Lamim,2850.0, Canasvieiras,florianopolis,9900,Mês,300.0,240.0,4.0,4.0,3.0,https://vivareal.com.br/imovel/casa-de-condominio-4-quartos-canasvieiras-bairros-florianopolis-com-garagem-240m2-venda-RS2200000-id-2612611678/,Condomínio fechado; Ar-condicionado; Aceita animais; Mobiliado,Residencial,10200.0,41.25,1.25,60.0,1
1954,2023-12-06 12:58:23.099811,Vivareal,2602402402,Casa com 4 Quartos para Venda/Aluguel 422m²,Casa,"Avenida San Marino - Santa Mônica, Florianópolis - SC",Avenida San Marino ,, Santa Mônica,florianopolis,26000,Mês,0.0,422.0,8.0,4.0,6.0,https://vivareal.com.br/imovel/casa-4-quartos-santa-monica-bairros-florianopolis-com-garagem-422m2-venda-RS4900000-id-2602402402/,Garagem,Residencial,26000.0,61.611374407582936,0.0,105.5,1
1955,2023-12-06 12:58:23.101513,Vivareal,2666237800,"Apartamento com 3 Quartos para Aluguel, 150m²",Apartamento,"Rodovia Tertuliano Brito Xavier, 3217 - Canajure, Florianópolis - SC",Rodovia Tertuliano Brito Xavier,3217.0, Canajure,florianopolis,5000,Mês,850.0,150.0,2.0,3.0,1.0,https://vivareal.com.br/imovel/apartamento-3-quartos-canajure-bairros-florianopolis-com-garagem-150m2-aluguel-RS5000-id-2666237800/,Garagem,Residencial,5850.0,33.333333333333336,5.666666666666667,50.0,1
1961,2023-12-06 12:58:23.111597,Vivareal,2671608440,"Apartamento com  Quarto para Aluguel, 54m²",Apartamento,"Trindade, Florianópolis - SC",,,Trindade,florianopolis,2100,Mês,450.0,54.0,1.0,1.0,1.0,https://vivareal.com.br/imovel/apartamento-1-quartos-trindade-bairros-florianopolis-com-garagem-54m2-aluguel-RS2100-id-2671608440/,Mobiliado; Condomínio fechado; Varanda; Garagem; Ar-condicionado; ...,Residencial,2550.0,38.888888888888886,8.333333333333334,54.0,1
1970,2023-12-06 12:58:24.445486,Vivareal,2671170135,"Apartamento com 2 Quartos para Aluguel, 60m²",Apartamento,"Ingleses do Rio Vermelho, Florianópolis - SC",,,Ingleses do Rio Vermelho,florianopolis,2500,Mês,100.0,60.0,2.0,2.0,1.0,https://vivareal.com.br/imovel/apartamento-2-quartos-ingleses-do-rio-vermelho-bairros-florianopolis-com-garagem-60m2-aluguel-RS2500-id-2671170135/,Interfone; Mobiliado; Área de serviço,Residencial,2600.0,41.66666666666666,1.6666666666666667,30.0,1
1976,2023-12-06 12:58:24.455854,Vivareal,2661596976,"Apartamento com 2 Quartos para Aluguel, 80m²",Apartamento,"Rua Deputado Antônio Edu Vieira, 680 - Pantanal, Florianópolis - SC",Rua Deputado Antônio Edu Vieira,680.0, Pantanal,florianopolis,2700,Mês,0.0,80.0,1.0,2.0,1.0,https://vivareal.com.br/imovel/apartamento-2-quartos-pantanal-bairros-florianopolis-com-garagem-80m2-aluguel-RS2700-id-2661596976/,Garagem,Residencial,2700.0,33.75,0.0,40.0,1
1983,2023-12-06 12:58:24.467455,Vivareal,2673222775,"Apartamento com 3 Quartos para Aluguel, 83m²",Apartamento,"Jardim Atlântico, Florianópolis - SC",,,Jardim Atlântico,florianopolis,3750,Mês,591.0,83.0,2.0,3.0,1.0,https://vivareal.com.br/imovel/apartamento-3-quartos-jardim-atlantico-bairros-florianopolis-com-garagem-83m2-aluguel-RS3750-id-2673222775/,Mobiliado; Churrasqueira; Varanda; Espaço gourmet; Garagem; ...,Residencial,4341.0,45.18072289156626,7.120481927710843,27.666666666666668,1
1984,2023-12-06 12:58:24.469170,Vivareal,2557237462,Apartamento com 4 Quartos para Venda/Aluguel 230m²,Apartamento,"Rua das Piraúnas, 1540 - Jurerê Internacional, Florianópolis - SC",Rua das Piraúnas,1540.0, Jurerê Internacional,florianopolis,25000,Mês,900.0,230.0,5.0,4.0,3.0,https://vivareal.com.br/imovel/apartamento-4-quartos-jurere-internacional-bairros-florianopolis-com-garagem-230m2-venda-RS5500000-id-2557237462/,Piscina; Mobiliado; Churrasqueira; Elevador; Condomínio fechado; ...,Residencial,25900.0,108.69565217391305,3.9130434782608696,57.5,1
1987,2023-12-06 12:58:24.474253,Vivareal,2647727110,"Kitnet/Conjugado com  Quarto para Aluguel, 31m²",Kitnet/Conjugado,"Centro, Florianópolis - SC",,,Centro,florianopolis,1100,Mês,0.0,31.0,1.0,1.0,1.0,https://vivareal.com.br/imovel/kitnet-1-quartos-centro-bairros-florianopolis-31m2-aluguel-RS1100-id-2647727110/,,Residencial,1100.0,35.483870967741936,0.0,31.0,1
1993,2023-12-06 12:58:24.484576,Vivareal,2641903206,"Apartamento com 2 Quartos para Aluguel, 75m²",Apartamento,"Parque São Jorge, Florianópolis - SC",,,Parque São Jorge,florianopolis,4800,Mês,200.0,75.0,1.0,2.0,1.0,https://vivareal.com.br/imovel/apartamento-2-quartos-parque-sao-jorge-bairros-florianopolis-com-garagem-75m2-aluguel-RS4800-id-2641903206/,Ar-condicionado,Residencial,5000.0,64.0,2.6666666666666665,37.5,1
1996,2023-12-06 12:58:24.489688,Vivareal,2673933783,"Apartamento com 3 Quartos para Aluguel, 119m²",Apartamento,"Centro, Florianópolis - SC",,,Centro,florianopolis,5000,Mês,871.0,119.0,3.0,3.0,1.0,https://vivareal.com.br/imovel/apartamento-3-quartos-centro-bairros-florianopolis-com-garagem-119m2-aluguel-RS5000-id-2673933783/,,Residencial,5871.0,42.01680672268908,7.319327731092437,39.666666666666664,1
