,data,fonte,id,descricao,tipo,endereco,rua,numero,bairro,cidade,valor,periodicidade,condominio,area,qtd_banheiros,qtd_quartos,qtd_vagas,url,amenities,categoria,valor_total,valor_m2,valor_condo_m2
5482,2023-12-05 00:43:51.277395,Vivareal,2650400534,"Apartamento com 3 Quartos para Aluguel, 105m²",Apartamento,"Rua Antônio Eleutério Vieira, 150 - Agronômica, Florianópolis - SC",Rua Antônio Eleutério Vieira,150.0, Agronômica,florianopolis,4400,Mês,900.0,105.0,2.0,3.0,1.0,https://vivareal.com.br/imovel/apartamento-3-quartos-agronomica-bairros-florianopolis-com-garagem-105m2-aluguel-RS4400-id-2650400534/,Piscina; Condomínio fechado; Garagem; Salão de festas; Quadra poliesportiva; ...,Residencial,5300.0,41.904761904761905,8.571428571428571
5483,2023-12-05 00:43:51.279062,Vivareal,2663431362,"Apartamento com  Quarto para Aluguel, 40m²",Apartamento,"Carvoeira, Florianópolis - SC",,,Carvoeira,florianopolis,3500,Mês,460.0,40.0,1.0,1.0,1.0,https://vivareal.com.br/imovel/apartamento-1-quartos-carvoeira-bairros-florianopolis-com-garagem-40m2-aluguel-RS3500-id-2663431362/,Mobiliado; Garagem; Área de serviço; Salão de festas; Escritório; ...,Residencial,3960.0,87.5,11.5
5484,2023-12-05 00:43:51.280681,Vivareal,2666948902,"Ponto comercial/Loja/Box    para Aluguel, 48m²",Ponto,"Rua Desembargador Arno Hoeschl, 301 - Centro, Florianópolis - SC",Rua Desembargador Arno Hoeschl,301.0, Centro,florianopolis,4500,Mês,0.0,48.0,,,1.0,https://vivareal.com.br/imovel/ponto-comercial-centro-bairros-florianopolis-com-garagem-48m2-aluguel-RS4500-id-2666948902/,,Comercial,4500.0,93.75,0.0
5485,2023-12-05 00:43:51.282164,Vivareal,2655836485,"Sala/Conjunto    para Aluguel, 53m²",Sala/Conjunto,"Rua Emílio Blum, 131 - Centro, Florianópolis - SC",Rua Emílio Blum,131.0, Centro,florianopolis,2750,Mês,0.0,53.0,1.0,,1.0,https://vivareal.com.br/imovel/sala-comercial-centro-bairros-florianopolis-com-garagem-53m2-aluguel-RS2750-id-2655836485/,,Residencial,2750.0,51.886792452830186,0.0
5486,2023-12-05 00:43:51.283763,Vivareal,2666900029,"Apartamento com 2 Quartos para Aluguel, 71m²",Apartamento,"Trindade, Florianópolis - SC",,,Trindade,florianopolis,3000,Mês,800.0,71.0,2.0,2.0,1.0,https://vivareal.com.br/imovel/apartamento-2-quartos-trindade-bairros-florianopolis-com-garagem-71m2-aluguel-RS3000-id-2666900029/,,Residencial,3800.0,42.25352112676056,11.267605633802816
5487,2023-12-05 00:43:51.285393,Vivareal,2534388080,"Ponto comercial/Loja/Box    para Aluguel, 28m²",Ponto,"Praça Esteves Júnior, 50 - Centro, Florianópolis - SC",Praça Esteves Júnior,50.0, Centro,florianopolis,350,Mês,0.0,28.0,,,,https://vivareal.com.br/imovel/ponto-comercial-centro-bairros-florianopolis-28m2-aluguel-RS350-id-2534388080/,Elevador,Comercial,350.0,12.5,0.0
5488,2023-12-05 00:43:51.286975,Vivareal,2658778067,"Apartamento com 2 Quartos para Aluguel, 79m²",Apartamento,"Rua São Francisco, 263 - Centro, Florianópolis - SC",Rua São Francisco,263.0, Centro,florianopolis,3300,Mês,1056.0,79.0,2.0,2.0,1.0,https://vivareal.com.br/imovel/apartamento-2-quartos-centro-bairros-florianopolis-com-garagem-79m2-aluguel-RS3300-id-2658778067/,Churrasqueira; Elevador; Varanda; Área de serviço; Cozinha; ...,Residencial,4356.0,41.77215189873418,13.367088607594937
5489,2023-12-05 00:43:51.288543,Vivareal,2645102853,"Ponto comercial/Loja/Box    para Aluguel, 51m²",Ponto,"Centro, Florianópolis - SC",,,Centro,florianopolis,1800,Mês,0.0,51.0,,,,https://vivareal.com.br/imovel/ponto-comercial-centro-bairros-florianopolis-51m2-aluguel-RS1800-id-2645102853/,Interfone; Ar-condicionado,Comercial,1800.0,35.294117647058826,0.0
5490,2023-12-05 00:43:51.290194,Vivareal,2649885655,"Apartamento com 3 Quartos para Aluguel, 72m²",Apartamento,"Rua Felipe Neves, 410 - Canto, Florianópolis - SC",Rua Felipe Neves,410.0, Canto,florianopolis,1750,Mês,376.0,72.0,1.0,3.0,,https://vivareal.com.br/imovel/apartamento-3-quartos-canto-bairros-florianopolis-72m2-aluguel-RS1750-id-2649885655/,Mobiliado; Varanda; Área de serviço; Playground; Salão de festas; ...,Residencial,2126.0,24.305555555555557,5.222222222222222
5491,2023-12-05 00:43:51.291745,Vivareal,2554411818,"Sala/Conjunto    para Aluguel, 22m²",Sala/Conjunto,"Rua Jerônimo Coelho - Centro, Florianópolis - SC",Rua Jerônimo Coelho ,, Centro,florianopolis,560,Mês,0.0,22.0,1.0,,,https://vivareal.com.br/imovel/sala-comercial-centro-bairros-florianopolis-22m2-aluguel-RS560-id-2554411818/,Elevador,Residencial,560.0,25.454545454545453,0.0
5492,2023-12-05 00:43:51.293415,Vivareal,2666236403,"Apartamento com 2 Quartos para Aluguel, 66m²",Apartamento,"Trindade, Florianópolis - SC",,,Trindade,florianopolis,2700,Mês,550.0,66.0,1.0,2.0,1.0,https://vivareal.com.br/imovel/apartamento-2-quartos-trindade-bairros-florianopolis-com-garagem-66m2-aluguel-RS2700-id-2666236403/,Área de serviço,Residencial,3250.0,40.90909090909091,8.333333333333334
5494,2023-12-05 00:43:51.296648,Vivareal,2655707263,"Casa com 5 Quartos para Aluguel, 273m²",Casa,"Canto, Florianópolis - SC",,,Canto,florianopolis,9500,Mês,0.0,273.0,3.0,5.0,3.0,https://vivareal.com.br/imovel/casa-5-quartos-canto-bairros-florianopolis-com-garagem-273m2-aluguel-RS9500-id-2655707263/,,Residencial,9500.0,34.798534798534796,0.0
5495,2023-12-05 00:43:51.298281,Vivareal,2663424169,"Apartamento com 2 Quartos para Aluguel, 26m²",Apartamento,"Rua Madre Maria Vilac, 827 - Canasvieiras, Florianópolis - SC",Rua Madre Maria Vilac,827.0, Canasvieiras,florianopolis,480,Dia,0.0,26.0,1.0,2.0,1.0,https://vivareal.com.br/imovel/apartamento-2-quartos-canasvieiras-bairros-florianopolis-com-garagem-26m2-aluguel-RS480-id-2663424169/,Mobiliado; Churrasqueira; Varanda; Ar-condicionado; Armário na cozinha; ...,Residencial,480.0,18.46153846153846,0.0
5496,2023-12-05 00:43:51.300005,Vivareal,2645624475,"Apartamento com 2 Quartos para Aluguel, 62m²",Apartamento,"Rodovia Amaro Antônio Vieira, 2108 - Itacorubi, Florianópolis - SC",Rodovia Amaro Antônio Vieira,2108.0, Itacorubi,florianopolis,4200,Mês,530.0,62.0,2.0,2.0,1.0,https://vivareal.com.br/imovel/apartamento-2-quartos-itacorubi-bairros-florianopolis-com-garagem-62m2-aluguel-RS4200-id-2645624475/,Elevador; Área de serviço,Residencial,4730.0,67.74193548387096,8.548387096774194
5497,2023-12-05 00:43:51.301663,Vivareal,2656473385,"Casa com 4 Quartos para Aluguel, 141m²",Casa,"Rua Capitão Amaro Seixas Ribeiro, 107 - Santa Mônica, Florianópolis - SC",Rua Capitão Amaro Seixas Ribeiro,107.0, Santa Mônica,florianopolis,7000,Mês,0.0,141.0,3.0,4.0,5.0,https://vivareal.com.br/imovel/casa-4-quartos-santa-monica-bairros-florianopolis-com-garagem-141m2-aluguel-RS7000-id-2656473385/,Sala de jantar; Varanda; Área de serviço,Residencial,7000.0,49.645390070921984,0.0
5498,2023-12-05 00:43:51.303492,Vivareal,2593951433,"Sala/Conjunto    para Aluguel, 48m²",Sala/Conjunto,"Rodovia José Carlos Daux, 600 - Joao Paulo, Florianópolis - SC",Rodovia José Carlos Daux,600.0, Joao Paulo,florianopolis,2500,Mês,0.0,48.0,1.0,,1.0,https://vivareal.com.br/imovel/sala-comercial-joao-paulo-bairros-florianopolis-com-garagem-48m2-aluguel-RS2500-id-2593951433/,Garagem; Quadra de squash; Academia,Residencial,2500.0,52.083333333333336,0.0
5499,2023-12-05 00:43:51.305163,Vivareal,2666600592,"Sala/Conjunto    para Aluguel, 384m²",Sala/Conjunto,"Centro, Florianópolis - SC",,,Centro,florianopolis,13467,Mês,0.0,384.0,2.0,,4.0,https://vivareal.com.br/imovel/sala-comercial-centro-bairros-florianopolis-com-garagem-384m2-aluguel-RS13467-id-2666600592/,Elevador,Residencial,13467.0,35.0703125,0.0
5500,2023-12-05 00:43:51.306875,Vivareal,2646799658,"Apartamento com 2 Quartos para Aluguel, 64m²",Apartamento,"Centro, Florianópolis - SC",,,Centro,florianopolis,1500,Mês,750.0,64.0,1.0,2.0,1.0,https://vivareal.com.br/imovel/apartamento-2-quartos-centro-bairros-florianopolis-com-garagem-64m2-aluguel-RS1500-id-2646799658/,Área de serviço,Residencial,2250.0,23.4375,11.71875
5501,2023-12-05 00:43:51.308486,Vivareal,2646710794,"Sala/Conjunto    para Aluguel, 40m²",Sala/Conjunto,"Avenida Prefeito Osmar Cunha, 15 - Centro, Florianópolis - SC",Avenida Prefeito Osmar Cunha,15.0, Centro,florianopolis,1300,Mês,0.0,40.0,1.0,,,https://vivareal.com.br/imovel/sala-comercial-centro-bairros-florianopolis-40m2-aluguel-RS1300-id-2646710794/,,Residencial,1300.0,32.5,0.0
5502,2023-12-05 00:43:51.310351,Vivareal,2650715631,"Sala/Conjunto    para Aluguel, 31m²",Sala/Conjunto,"Ingleses do Rio Vermelho, Florianópolis - SC",,,Ingleses do Rio Vermelho,florianopolis,1600,Mês,0.0,31.0,1.0,,,https://vivareal.com.br/imovel/sala-comercial-ingleses-do-rio-vermelho-bairros-florianopolis-31m2-aluguel-RS1600-id-2650715631/,,Residencial,1600.0,51.61290322580645,0.0
5503,2023-12-05 00:43:51.311968,Vivareal,2588531289,"Ponto comercial/Loja/Box    para Aluguel, 22m²",Ponto,"Rua Tenente Silveira, 111 - Centro, Florianópolis - SC",Rua Tenente Silveira,111.0, Centro,florianopolis,400,Mês,0.0,22.0,,,,https://vivareal.com.br/imovel/ponto-comercial-centro-bairros-florianopolis-22m2-aluguel-RS400-id-2588531289/,Elevador,Comercial,400.0,18.181818181818183,0.0
5504,2023-12-05 00:43:51.313685,Vivareal,2665869734,"Casa com 3 Quartos para Aluguel, 150m²",Casa,"Servidão José Cassol - Ingleses do Rio Vermelho, Florianópolis - SC",Servidão José Cassol ,, Ingleses do Rio Vermelho,florianopolis,5000,Mês,0.0,150.0,2.0,3.0,2.0,https://vivareal.com.br/imovel/casa-3-quartos-ingleses-do-rio-vermelho-bairros-florianopolis-com-garagem-150m2-aluguel-RS5000-id-2665869734/,Mobiliado; Churrasqueira; Aceita animais; Espaço gourmet; Garagem; ...,Residencial,5000.0,33.333333333333336,0.0
5506,2023-12-05 00:43:51.316946,Vivareal,2647939140,"Sala/Conjunto    para Aluguel, 38m²",Sala/Conjunto,"Avenida Prefeito Osmar Cunha, 183 - Centro, Florianópolis - SC",Avenida Prefeito Osmar Cunha,183.0, Centro,florianopolis,1500,Mês,0.0,38.0,1.0,,,https://vivareal.com.br/imovel/sala-comercial-centro-bairros-florianopolis-38m2-aluguel-RS1500-id-2647939140/,,Residencial,1500.0,39.473684210526315,0.0
5507,2023-12-05 00:43:51.318568,Vivareal,2666478512,"Sala/Conjunto    para Aluguel, 60m²",Sala/Conjunto,"Centro, Florianópolis - SC",,,Centro,florianopolis,3000,Mês,0.0,60.0,,,1.0,https://vivareal.com.br/imovel/sala-comercial-centro-bairros-florianopolis-com-garagem-60m2-aluguel-RS3000-id-2666478512/,,Residencial,3000.0,50.0,0.0
5508,2023-12-05 00:43:51.320091,Vivareal,2658037264,"Ponto comercial/Loja/Box    para Aluguel, 69m²",Ponto,"Rua Araci Vaz Callado, 1564 - Canto, Florianópolis - SC",Rua Araci Vaz Callado,1564.0, Canto,florianopolis,2900,Mês,0.0,69.0,1.0,,,https://vivareal.com.br/imovel/ponto-comercial-canto-bairros-florianopolis-69m2-aluguel-RS2900-id-2658037264/,Elevador,Comercial,2900.0,42.028985507246375,0.0
5509,2023-12-05 00:43:51.321684,Vivareal,2667601596,"Apartamento com 2 Quartos para Aluguel, 66m²",Apartamento,"Rua Orlando Odilio Koerich, 307 - Jardim Atlântico, Florianópolis - SC",Rua Orlando Odilio Koerich,307.0, Jardim Atlântico,florianopolis,3200,Mês,828.0,66.0,2.0,2.0,1.0,https://vivareal.com.br/imovel/apartamento-2-quartos-jardim-atlantico-bairros-florianopolis-com-garagem-66m2-aluguel-RS3200-id-2667601596/,Piscina; Academia; Espaço gourmet; Garagem; Playground; ...,Residencial,4028.0,48.484848484848484,12.545454545454545
5510,2023-12-05 00:43:51.323322,Vivareal,2632985270,Casa com 4 Quartos para Venda/Aluguel 500m²,Casa,"Jurerê Internacional, Florianópolis - SC",,,Jurerê Internacional,florianopolis,30000,Mês,0.0,500.0,6.0,4.0,4.0,https://vivareal.com.br/imovel/casa-4-quartos-jurere-internacional-bairros-florianopolis-com-garagem-500m2-venda-RS5900000-id-2632985270/,Lareira; Aceita animais; Piscina; Mobiliado; Ar-condicionado,Residencial,30000.0,60.0,0.0
5511,2023-12-05 00:43:51.324927,Vivareal,2665942897,"Apartamento com 2 Quartos para Aluguel, 56m²",Apartamento,"Trindade, Florianópolis - SC",,,Trindade,florianopolis,2450,Mês,520.0,56.0,1.0,2.0,1.0,https://vivareal.com.br/imovel/apartamento-2-quartos-trindade-bairros-florianopolis-com-garagem-56m2-aluguel-RS2450-id-2665942897/,,Residencial,2970.0,43.75,9.285714285714286
5512,2023-12-05 00:43:51.326712,Vivareal,2626514031,"Galpão/Depósito/Armazém    para Aluguel, 240m²",Galpão/Depósito/Armazém,"Rodovia Baldicero Filomeno - Ribeirão da Ilha, Florianópolis - SC",Rodovia Baldicero Filomeno ,, Ribeirão da Ilha,florianopolis,1900,Mês,0.0,240.0,,,,https://vivareal.com.br/imovel/galpao-deposito-armazem-ribeirao-da-ilha-bairros-florianopolis-240m2-aluguel-RS1900-id-2626514031/,,Residencial,1900.0,7.916666666666667,0.0
5513,2023-12-05 00:43:51.328260,Vivareal,2664993431,"Apartamento com  Quarto para Aluguel, 51m²",Apartamento,"Centro, Florianópolis - SC",,,Centro,florianopolis,4500,Mês,513.0,51.0,1.0,1.0,1.0,https://vivareal.com.br/imovel/apartamento-1-quartos-centro-bairros-florianopolis-com-garagem-51m2-aluguel-RS4500-id-2664993431/,Mobiliado; Varanda; Garagem; Jardim; Área de serviço; ...,Residencial,5013.0,88.23529411764706,10.058823529411764
5514,2023-12-05 00:43:51.329951,Vivareal,2609793500,"Sala/Conjunto    para Aluguel, 35m²",Sala/Conjunto,"Rua Delminda Silveira, 827 - Agronômica, Florianópolis - SC",Rua Delminda Silveira,827.0, Agronômica,florianopolis,1900,Mês,0.0,35.0,1.0,,1.0,https://vivareal.com.br/imovel/sala-comercial-agronomica-bairros-florianopolis-com-garagem-35m2-aluguel-RS1900-id-2609793500/,Garagem; Recepção,Residencial,1900.0,54.285714285714285,0.0
5515,2023-12-05 00:43:51.331526,Vivareal,2661655056,"Sala/Conjunto    para Aluguel, 180m²",Sala/Conjunto,"Rua Trajano - Centro, Florianópolis - SC",Rua Trajano ,, Centro,florianopolis,6500,Mês,0.0,180.0,4.0,,,https://vivareal.com.br/imovel/centro-bairros-florianopolis-180m2-aluguel-RS6500-id-2661655056/,Cozinha,Residencial,6500.0,36.111111111111114,0.0
5516,2023-12-05 00:43:52.081089,Vivareal,2661179272,"Galpão/Depósito/Armazém    para Aluguel, 459m²",Galpão/Depósito/Armazém,"Rua General Eurico Gaspar Dutra, 1013 - Estreito, Florianópolis - SC",Rua General Eurico Gaspar Dutra,1013.0, Estreito,florianopolis,15000,Mês,0.0,459.0,,,,https://vivareal.com.br/imovel/galpao-deposito-armazem-estreito-bairros-florianopolis-459m2-aluguel-RS15000-id-2661179272/,Ar-condicionado; Estacionamento; Acesso para deficientes; Entrada para caminhões; Rampa; ...,Residencial,15000.0,32.6797385620915,0.0
5517,2023-12-05 00:43:52.083888,Vivareal,2664830493,"Apartamento com 3 Quartos para Aluguel, 87m²",Apartamento,"Rua Lauro Linhares - Trindade, Florianópolis - SC",Rua Lauro Linhares ,, Trindade,florianopolis,3500,Mês,878.0,87.0,2.0,3.0,1.0,https://vivareal.com.br/imovel/apartamento-3-quartos-trindade-bairros-florianopolis-com-garagem-87m2-aluguel-RS3500-id-2664830493/,Churrasqueira; Elevador; Garagem; Jardim; Área de serviço; ...,Residencial,4378.0,40.229885057471265,10.091954022988507
5518,2023-12-05 00:43:52.085855,Vivareal,2490575773,Casa com 5 Quartos para Venda/Aluguel 500m²,Casa,"Avenida dos Búzios, 2350 - Jurerê Internacional, Florianópolis - SC",Avenida dos Búzios,2350.0, Jurerê Internacional,florianopolis,5000,Dia,0.0,500.0,5.0,5.0,2.0,https://vivareal.com.br/imovel/casa-5-quartos-jurere-internacional-bairros-florianopolis-com-garagem-500m2-venda-RS5200000-id-2490575773/,Piscina; Mobiliado; Varanda gourmet; Ar-condicionado; Lareira,Residencial,5000.0,10.0,0.0
5519,2023-12-05 00:43:52.087511,Vivareal,2554408982,"Ponto comercial/Loja/Box    para Aluguel, 159m²",Ponto,"Rodovia José Carlos Daux - Saco Grande, Florianópolis - SC",Rodovia José Carlos Daux ,, Saco Grande,florianopolis,12000,Mês,0.0,159.0,,,,https://vivareal.com.br/imovel/ponto-comercial-saco-grande-bairros-florianopolis-159m2-aluguel-RS12000-id-2554408982/,Garagem; Jardim,Comercial,12000.0,75.47169811320755,0.0
5520,2023-12-05 00:43:52.089138,Vivareal,2662564282,"Casa com 3 Quartos para Aluguel, 570m²",Casa,"Rua Durval Pires da Cunha - Sambaqui, Florianópolis - SC",Rua Durval Pires da Cunha ,, Sambaqui,florianopolis,6500,Mês,0.0,570.0,3.0,3.0,1.0,https://vivareal.com.br/imovel/casa-3-quartos-sambaqui-bairros-florianopolis-com-garagem-570m2-aluguel-RS6500-id-2662564282/,Aceita animais; Ar-condicionado; Closet; Lareira; Varanda gourmet,Residencial,6500.0,11.403508771929825,0.0
5521,2023-12-05 00:43:52.091048,Vivareal,2644433861,"Sala/Conjunto    para Aluguel, 45m²",Sala/Conjunto,"Ingleses do Rio Vermelho, Florianópolis - SC",,,Ingleses do Rio Vermelho,florianopolis,3000,Mês,0.0,45.0,1.0,,1.0,https://vivareal.com.br/imovel/sala-comercial-ingleses-do-rio-vermelho-bairros-florianopolis-com-garagem-45m2-aluguel-RS3000-id-2644433861/,Garagem,Residencial,3000.0,66.66666666666667,0.0
5522,2023-12-05 00:43:52.092709,Vivareal,2578703877,"Sala/Conjunto    para Aluguel, 20m²",Sala/Conjunto,"Rua Felipe Schmidt, 51 - Centro, Florianópolis - SC",Rua Felipe Schmidt,51.0, Centro,florianopolis,750,Mês,0.0,20.0,1.0,,,https://vivareal.com.br/imovel/sala-comercial-centro-bairros-florianopolis-20m2-aluguel-RS750-id-2578703877/,Praça; Serviços públicos essenciais; Condomínio fechado; Escritório,Residencial,750.0,37.5,0.0
5523,2023-12-05 00:43:52.094649,Vivareal,2635893946,"Casa com 2 Quartos para Aluguel, 73m²",Casa,"Rua Camilo Silveira de Souza, 719 - Capoeiras, Florianópolis - SC",Rua Camilo Silveira de Souza,719.0, Capoeiras,florianopolis,2500,Mês,0.0,73.0,2.0,2.0,1.0,https://vivareal.com.br/imovel/casa-2-quartos-capoeiras-bairros-florianopolis-com-garagem-73m2-aluguel-RS2500-id-2635893946/,Cozinha; Área de serviço,Residencial,2500.0,34.24657534246575,0.0
5524,2023-12-05 00:43:52.096335,Vivareal,2667522102,"Ponto comercial/Loja/Box    para Aluguel, 51m²",Ponto,"Rua Presidente Nereu Ramos, 19 - Centro, Florianópolis - SC",Rua Presidente Nereu Ramos,19.0, Centro,florianopolis,4000,Mês,0.0,51.0,,,,https://vivareal.com.br/imovel/ponto-comercial-centro-bairros-florianopolis-51m2-aluguel-RS4000-id-2667522102/,Elevador,Comercial,4000.0,78.43137254901961,0.0
5525,2023-12-05 00:43:52.098526,Vivareal,2644009702,"Apartamento com  Quarto para Aluguel, 21m²",Apartamento,"Pantanal, Florianópolis - SC",,,Pantanal,florianopolis,1100,Mês,120.0,21.0,1.0,1.0,1.0,https://vivareal.com.br/imovel/apartamento-1-quartos-pantanal-bairros-florianopolis-com-garagem-21m2-aluguel-RS1100-id-2644009702/,,Residencial,1220.0,52.38095238095238,5.714285714285714
5526,2023-12-05 00:43:52.100249,Vivareal,2534387489,"Ponto comercial/Loja/Box    para Aluguel, 28m²",Ponto,"Rua Trajano, 168 - Centro, Florianópolis - SC",Rua Trajano,168.0, Centro,florianopolis,900,Mês,0.0,28.0,1.0,,,https://vivareal.com.br/imovel/ponto-comercial-centro-bairros-florianopolis-28m2-aluguel-RS900-id-2534387489/,,Comercial,900.0,32.142857142857146,0.0
5527,2023-12-05 00:43:52.101863,Vivareal,2534386320,"Sala/Conjunto    para Aluguel, 284m²",Sala/Conjunto,"Rua Germano Wendhausen, 273 - Centro, Florianópolis - SC",Rua Germano Wendhausen,273.0, Centro,florianopolis,8500,Mês,0.0,284.0,2.0,,,https://vivareal.com.br/imovel/sala-comercial-centro-bairros-florianopolis-284m2-aluguel-RS8500-id-2534386320/,Elevador; Interfone; Copa; Varanda,Residencial,8500.0,29.929577464788732,0.0
5528,2023-12-05 00:43:52.103549,Vivareal,2661649008,"Sala/Conjunto    para Aluguel, 45m²",Sala/Conjunto,"Rua Tenente Silveira - Centro, Florianópolis - SC",Rua Tenente Silveira ,, Centro,florianopolis,1000,Mês,0.0,45.0,1.0,,,https://vivareal.com.br/imovel/sala-comercial-centro-bairros-florianopolis-45m2-aluguel-RS1000-id-2661649008/,Cozinha,Residencial,1000.0,22.22222222222222,0.0
5529,2023-12-05 00:43:52.105213,Vivareal,2661545421,"Apartamento com 2 Quartos para Aluguel, 73m²",Apartamento,"Jardim Atlântico, Florianópolis - SC",,,Jardim Atlântico,florianopolis,1700,Mês,160.0,73.0,1.0,2.0,1.0,https://vivareal.com.br/imovel/apartamento-2-quartos-jardim-atlantico-bairros-florianopolis-com-garagem-73m2-aluguel-RS1700-id-2661545421/,,Residencial,1860.0,23.28767123287671,2.191780821917808
5530,2023-12-05 00:43:52.106815,Vivareal,2663787305,"Apartamento com  Quarto para Aluguel, 35m²",Apartamento,"Trindade, Florianópolis - SC",,,Trindade,florianopolis,2200,Mês,605.0,35.0,1.0,1.0,1.0,https://vivareal.com.br/imovel/apartamento-1-quartos-trindade-bairros-florianopolis-com-garagem-35m2-aluguel-RS2200-id-2663787305/,,Residencial,2805.0,62.857142857142854,17.285714285714285
5531,2023-12-05 00:43:52.108431,Vivareal,2668135193,"Apartamento com 2 Quartos para Aluguel, 70m²",Apartamento,"Ingleses do Rio Vermelho, Florianópolis - SC",,,Ingleses do Rio Vermelho,florianopolis,1700,Mês,70.0,70.0,2.0,2.0,1.0,https://vivareal.com.br/imovel/apartamento-2-quartos-ingleses-do-rio-vermelho-bairros-florianopolis-com-garagem-70m2-aluguel-RS1700-id-2668135193/,Varanda; Garagem; Cozinha,Residencial,1770.0,24.285714285714285,1.0
5532,2023-12-05 00:43:52.110050,Vivareal,2514446477,"Casa com 4 Quartos para Aluguel, 250m²",Casa,"Rua Jorge Mussi, 108 - Canasvieiras, Florianópolis - SC",Rua Jorge Mussi,108.0, Canasvieiras,florianopolis,1950,Dia,0.0,250.0,4.0,4.0,4.0,https://vivareal.com.br/imovel/casa-4-quartos-canasvieiras-bairros-florianopolis-com-garagem-250m2-aluguel-RS1950-id-2514446477/,Piscina; Mobiliado; Churrasqueira; Quintal; Espaço gourmet; ...,Residencial,1950.0,7.8,0.0
5533,2023-12-05 00:43:52.111705,Vivareal,2656601412,"Apartamento com 3 Quartos para Aluguel, 90m²",Apartamento,"Avenida Jornalista Rubens de Arruda Ramos, 2082 - Beira Mar, Florianópolis - SC",Avenida Jornalista Rubens de Arruda Ramos,2082.0, Beira Mar,florianopolis,4650,Mês,1298.0,90.0,3.0,3.0,2.0,https://vivareal.com.br/imovel/apartamento-3-quartos-beira-mar-bairros-florianopolis-com-garagem-90m2-aluguel-RS4650-id-2656601412/,Mobiliado; Churrasqueira; Elevador; Aceita animais; Ar-condicionado; ...,Residencial,5948.0,51.666666666666664,14.422222222222222
5534,2023-12-05 00:43:52.113303,Vivareal,2660018353,"Casa com 3 Quartos para Aluguel, 420m²",Casa,"Rua dos Pirambus, 44 - Jurerê Internacional, Florianópolis - SC",Rua dos Pirambus,44.0, Jurerê Internacional,florianopolis,21000,Mês,0.0,420.0,5.0,3.0,4.0,https://vivareal.com.br/imovel/casa-3-quartos-jurere-internacional-bairros-florianopolis-com-garagem-420m2-aluguel-RS21000-id-2660018353/,Piscina; Mobiliado; Churrasqueira; Escritório; Cozinha; ...,Residencial,21000.0,50.0,0.0
5535,2023-12-05 00:43:52.115104,Vivareal,2666479101,"Ponto comercial/Loja/Box    para Aluguel, 30m²",Ponto,"Campeche, Florianópolis - SC",,,Campeche,florianopolis,4000,Mês,0.0,30.0,1.0,,1.0,https://vivareal.com.br/imovel/ponto-comercial-campeche-bairros-florianopolis-com-garagem-30m2-aluguel-RS4000-id-2666479101/,Escritório,Comercial,4000.0,133.33333333333334,0.0
5536,2023-12-05 00:43:52.116742,Vivareal,2591192645,"Apartamento com  Quarto para Aluguel, 40m²",Apartamento,"Rua Antônio José Thomaz da Costa, 500 - Campeche, Florianópolis - SC",Rua Antônio José Thomaz da Costa,500.0, Campeche,florianopolis,3700,Mês,900.0,40.0,1.0,1.0,1.0,https://vivareal.com.br/imovel/apartamento-1-quartos-campeche-bairros-florianopolis-com-garagem-40m2-aluguel-RS3700-id-2591192645/,Interfone; Armário embutido; Área de serviço,Residencial,4600.0,92.5,22.5
