,data,fonte,id,descricao,tipo,endereco,rua,numero,bairro,cidade,valor,periodicidade,condominio,area,qtd_banheiros,qtd_quartos,qtd_vagas,url,amenities,categoria,valor_total,valor_m2,valor_condo_m2
2149,2023-12-05 00:41:32.640730,Vivareal,2624534016,"Apartamento com 3 Quartos para Aluguel, 130m²",Apartamento,"Rua João Meirelles, 1435 - Abraão, Florianópolis - SC",Rua João Meirelles,1435.0, Abraão,florianopolis,4500,Mês,899.0,130.0,3.0,3.0,1.0,https://vivareal.com.br/imovel/apartamento-3-quartos-abraao-bairros-florianopolis-com-garagem-130m2-aluguel-RS4500-id-2624534016/,Piscina; Churrasqueira; Elevador; Condomínio fechado; Aceita animais; ...,Residencial,5399.0,34.61538461538461,6.915384615384616
2150,2023-12-05 00:41:33.598909,Vivareal,1038966189,"Apartamento com 2 Quartos para Aluguel, 80m²",Apartamento,"Ingleses do Rio Vermelho, Florianópolis - SC",,,Ingleses do Rio Vermelho,florianopolis,600,Dia,0.0,80.0,2.0,2.0,1.0,https://vivareal.com.br/imovel/apartamento-2-quartos-ingleses-do-rio-vermelho-bairros-florianopolis-com-garagem-80m2-aluguel-RS600-id-1038966189/,Piscina; Mobiliado; Churrasqueira; Elevador; Condomínio fechado; ...,Residencial,600.0,7.5,0.0
2151,2023-12-05 00:41:33.600803,Vivareal,74282465,"Apartamento com 2 Quartos para Aluguel, 94m²",Apartamento,"Ingleses do Rio Vermelho, Florianópolis - SC",,,Ingleses do Rio Vermelho,florianopolis,450,Dia,0.0,94.0,2.0,2.0,1.0,https://vivareal.com.br/imovel/apartamento-2-quartos-ingleses-do-rio-vermelho-bairros-florianopolis-com-garagem-94m2-aluguel-RS450-id-74282465/,Garagem,Residencial,450.0,4.787234042553192,0.0
2152,2023-12-05 00:41:33.602272,Vivareal,2638911181,"Ponto comercial/Loja/Box    para Aluguel, 58m²",Ponto,"Avenida Afonso Delambert Neto - Lagoa da Conceição, Florianópolis - SC",Avenida Afonso Delambert Neto ,, Lagoa da Conceição,florianopolis,6000,Mês,0.0,58.0,1.0,,,https://vivareal.com.br/imovel/ponto-comercial-lagoa-da-conceicao-bairros-florianopolis-58m2-aluguel-RS6000-id-2638911181/,,Comercial,6000.0,103.44827586206897,0.0
2153,2023-12-05 00:41:33.603632,Vivareal,2656521803,"Apartamento com 3 Quartos para Aluguel, 120m²",Apartamento,"Rua Rui Barbosa - Agronômica, Florianópolis - SC",Rua Rui Barbosa ,, Agronômica,florianopolis,6500,Mês,1400.0,120.0,2.0,3.0,1.0,https://vivareal.com.br/imovel/apartamento-3-quartos-agronomica-bairros-florianopolis-com-garagem-120m2-aluguel-RS6500-id-2656521803/,Piscina; Mobiliado; Academia; Garagem; Ar-condicionado; ...,Residencial,7900.0,54.166666666666664,11.666666666666666
2154,2023-12-05 00:41:33.604950,Vivareal,2602660214,"Imóvel comercial    para Aluguel, 230m²",Imóvel,"Rua General Eurico Gaspar Dutra - Estreito, Florianópolis - SC",Rua General Eurico Gaspar Dutra ,, Estreito,florianopolis,7400,Mês,0.0,230.0,2.0,,3.0,https://vivareal.com.br/imovel/imovel-comercial-estreito-bairros-florianopolis-com-garagem-230m2-aluguel-RS7400-id-2602660214/,,Residencial,7400.0,32.17391304347826,0.0
2155,2023-12-05 00:41:33.606276,Vivareal,2658822953,"Apartamento com 3 Quartos para Aluguel, 89m²",Apartamento,"Trindade, Florianópolis - SC",,,Trindade,florianopolis,3700,Mês,800.0,89.0,2.0,3.0,1.0,https://vivareal.com.br/imovel/apartamento-3-quartos-trindade-bairros-florianopolis-com-garagem-89m2-aluguel-RS3700-id-2658822953/,Varanda; Academia; Área de serviço; Playground; Salão de festas; ...,Residencial,4500.0,41.57303370786517,8.98876404494382
2156,2023-12-05 00:41:33.607625,Vivareal,2655964895,"Casa com 4 Quartos para Aluguel, 400m²",Casa,"Rua dos Tucunarés - Jurerê Internacional, Florianópolis - SC",Rua dos Tucunarés ,, Jurerê Internacional,florianopolis,20000,Mês,0.0,400.0,4.0,4.0,4.0,https://vivareal.com.br/imovel/casa-4-quartos-jurere-internacional-bairros-florianopolis-com-garagem-400m2-aluguel-RS20000-id-2655964895/,Piscina; Churrasqueira; Quintal; Garagem; Cozinha; ...,Residencial,20000.0,50.0,0.0
2157,2023-12-05 00:41:33.608964,Vivareal,2445229979,"Apartamento com  Quarto para Aluguel, 43m²",Apartamento,"Rua Antônio Heil - Canasvieiras, Florianópolis - SC",Rua Antônio Heil ,, Canasvieiras,florianopolis,500,Dia,0.0,43.0,1.0,1.0,1.0,https://vivareal.com.br/imovel/apartamento-1-quartos-canasvieiras-bairros-florianopolis-com-garagem-43m2-aluguel-RS500-id-2445229979/,,Residencial,500.0,11.627906976744185,0.0
2158,2023-12-05 00:41:33.610303,Vivareal,2534387492,"Ponto comercial/Loja/Box    para Aluguel, 28m²",Ponto,"Rua Trajano, 168 - Centro, Florianópolis - SC",Rua Trajano,168.0, Centro,florianopolis,2400,Mês,0.0,28.0,1.0,,,https://vivareal.com.br/imovel/ponto-comercial-centro-bairros-florianopolis-28m2-aluguel-RS2400-id-2534387492/,,Comercial,2400.0,85.71428571428571,0.0
2159,2023-12-05 00:41:33.611631,Vivareal,2665050052,"Galpão/Depósito/Armazém    para Aluguel, 262m²",Galpão/Depósito/Armazém,"Rua Waldemar Ouriques, 117 - Capoeiras, Florianópolis - SC",Rua Waldemar Ouriques,117.0, Capoeiras,florianopolis,11500,Mês,0.0,262.0,3.0,,5.0,https://vivareal.com.br/imovel/galpao-deposito-armazem-capoeiras-bairros-florianopolis-com-garagem-262m2-aluguel-RS11500-id-2665050052/,,Residencial,11500.0,43.89312977099237,0.0
2160,2023-12-05 00:41:33.612948,Vivareal,2652916298,"Apartamento com 3 Quartos para Aluguel, 120m²",Apartamento,"Ingleses do Rio Vermelho, Florianópolis - SC",,,Ingleses do Rio Vermelho,florianopolis,1000,Dia,0.0,120.0,3.0,3.0,2.0,https://vivareal.com.br/imovel/apartamento-3-quartos-ingleses-do-rio-vermelho-bairros-florianopolis-com-garagem-120m2-aluguel-RS1000-id-2652916298/,Piscina; Playground; Conexão à internet; Segurança 24h; Salão de jogos; ...,Residencial,1000.0,8.333333333333334,0.0
2161,2023-12-05 00:41:33.614307,Vivareal,2655539511,"Sala/Conjunto    para Aluguel, 457m²",Sala/Conjunto,"Rua Lauro Linhares, 589 - Trindade, Florianópolis - SC",Rua Lauro Linhares,589.0, Trindade,florianopolis,15000,Mês,0.0,457.0,4.0,,3.0,https://vivareal.com.br/imovel/sala-comercial-trindade-bairros-florianopolis-com-garagem-457m2-aluguel-RS15000-id-2655539511/,,Residencial,15000.0,32.822757111597376,0.0
2163,2023-12-05 00:41:33.617278,Vivareal,2573835533,"Lote/Terreno    para Aluguel, 195m²",Lote/Terreno,"Rua Lauro Linhares - Trindade, Florianópolis - SC",Rua Lauro Linhares ,, Trindade,florianopolis,6500,Mês,280.0,195.0,,,,https://vivareal.com.br/imovel/lote-terreno-trindade-bairros-florianopolis-195m2-aluguel-RS6500-id-2573835533/,,Residencial,6780.0,33.333333333333336,1.435897435897436
2164,2023-12-05 00:41:33.618742,Vivareal,2655573997,"Apartamento com  Quarto para Aluguel, 29m²",Apartamento,"Rua Augusto Lídio Pires - Trindade, Florianópolis - SC",Rua Augusto Lídio Pires ,, Trindade,florianopolis,2300,Mês,0.0,29.0,1.0,1.0,,https://vivareal.com.br/imovel/apartamento-1-quartos-trindade-bairros-florianopolis-29m2-aluguel-RS2300-id-2655573997/,,Residencial,2300.0,79.3103448275862,0.0
2165,2023-12-05 00:41:33.620120,Vivareal,2648032450,"Apartamento com 3 Quartos para Aluguel, 89m²",Apartamento,"Rua Ernani Castro dos Santos, 130 - Canasvieiras, Florianópolis - SC",Rua Ernani Castro dos Santos,130.0, Canasvieiras,florianopolis,3000,Mês,0.0,89.0,1.0,3.0,1.0,https://vivareal.com.br/imovel/apartamento-3-quartos-canasvieiras-bairros-florianopolis-com-garagem-89m2-aluguel-RS3000-id-2648032450/,Piscina; Mobiliado; Churrasqueira; Ar-condicionado; Jardim; ...,Residencial,3000.0,33.70786516853933,0.0
2166,2023-12-05 00:41:33.621473,Vivareal,2554411705,"Sala/Conjunto    para Aluguel, 210m²",Sala/Conjunto,"Rodovia Virgílio Várzea - Saco Grande, Florianópolis - SC",Rodovia Virgílio Várzea ,, Saco Grande,florianopolis,6300,Mês,0.0,210.0,,,1.0,https://vivareal.com.br/imovel/sala-comercial-saco-grande-bairros-florianopolis-com-garagem-210m2-aluguel-RS6300-id-2554411705/,Elevador,Residencial,6300.0,30.0,0.0
2167,2023-12-05 00:41:33.622785,Vivareal,2586890668,"Casa com 7 Quartos para Aluguel, 800m²",Casa,"Rua dos Camuris - Jurerê Internacional, Florianópolis - SC",Rua dos Camuris ,, Jurerê Internacional,florianopolis,4500,Dia,0.0,800.0,9.0,7.0,4.0,https://vivareal.com.br/imovel/casa-7-quartos-jurere-internacional-bairros-florianopolis-com-garagem-800m2-aluguel-RS4500-id-2586890668/,Piscina; Lareira; Mobiliado,Residencial,4500.0,5.625,0.0
2168,2023-12-05 00:41:33.624120,Vivareal,2665030219,"Apartamento com 2 Quartos para Aluguel, 70m²",Apartamento,"Avenida Campeche, 2639 - Campeche, Florianópolis - SC",Avenida Campeche,2639.0, Campeche,florianopolis,7000,Mês,650.0,70.0,2.0,2.0,1.0,https://vivareal.com.br/imovel/apartamento-2-quartos-campeche-bairros-florianopolis-com-garagem-70m2-aluguel-RS7000-id-2665030219/,Piscina; TV a cabo; Mobiliado; Ar-condicionado; Área de serviço,Residencial,7650.0,100.0,9.285714285714286
2169,2023-12-05 00:41:33.625485,Vivareal,2633442654,Sala/Conjunto    para Venda/Aluguel 191m²,Sala/Conjunto,"Praça Quinze de Novembro, 10 - Centro, Florianópolis - SC",Praça Quinze de Novembro,10.0, Centro,florianopolis,7000,Mês,0.0,191.0,3.0,,,https://vivareal.com.br/imovel/sala-comercial-centro-bairros-florianopolis-191m2-venda-RS595000-id-2633442654/,Condomínio fechado,Residencial,7000.0,36.64921465968586,0.0
2170,2023-12-05 00:41:33.626872,Vivareal,2668243935,"Apartamento com 3 Quartos para Aluguel, 151m²",Apartamento,"Rua Madre Maria Vilac - Canasvieiras, Florianópolis - SC",Rua Madre Maria Vilac ,, Canasvieiras,florianopolis,2200,Dia,800.0,151.0,5.0,3.0,2.0,https://vivareal.com.br/imovel/apartamento-3-quartos-canasvieiras-bairros-florianopolis-com-garagem-151m2-aluguel-RS2200-id-2668243935/,Churrasqueira; Cozinha; Varanda,Residencial,3000.0,14.56953642384106,5.298013245033113
2171,2023-12-05 00:41:33.628191,Vivareal,2534387298,"Sala/Conjunto    para Aluguel, 93m²",Sala/Conjunto,"Rua dos Ilhéus, 46 - Centro, Florianópolis - SC",Rua dos Ilhéus,46.0, Centro,florianopolis,1200,Mês,0.0,93.0,2.0,,,https://vivareal.com.br/imovel/sala-comercial-centro-bairros-florianopolis-93m2-aluguel-RS1200-id-2534387298/,Elevador,Residencial,1200.0,12.903225806451612,0.0
2172,2023-12-05 00:41:33.629578,Vivareal,2643849060,"Apartamento com 4 Quartos para Aluguel, 241m²",Apartamento,"Abraão, Florianópolis - SC",,,Abraão,florianopolis,8800,Mês,692.0,241.0,3.0,4.0,1.0,https://vivareal.com.br/imovel/apartamento-4-quartos-abraao-bairros-florianopolis-com-garagem-241m2-aluguel-RS8800-id-2643849060/,,Residencial,9492.0,36.51452282157676,2.871369294605809
2173,2023-12-05 00:41:33.630961,Vivareal,2665050269,"Prédio/Edificio inteiro    para Aluguel, 250m²",Prédio/Edificio,"Rua João Pinto, 26 - Centro, Florianópolis - SC",Rua João Pinto,26.0, Centro,florianopolis,19000,Mês,0.0,250.0,8.0,,,https://vivareal.com.br/imovel/predio-comercial-centro-bairros-florianopolis-250m2-aluguel-RS19000-id-2665050269/,,Residencial,19000.0,76.0,0.0
2174,2023-12-05 00:41:33.632300,Vivareal,2483604289,"Apartamento com 2 Quartos para Aluguel, 75m²",Apartamento,"Rua Deputado Paulo Preis, 603 - Jurerê, Florianópolis - SC",Rua Deputado Paulo Preis,603.0, Jurerê,florianopolis,250,Dia,0.0,75.0,2.0,2.0,2.0,https://vivareal.com.br/imovel/apartamento-2-quartos-jurere-bairros-florianopolis-com-garagem-75m2-aluguel-RS250-id-2483604289/,Mobiliado; Churrasqueira; Elevador; Varanda; Aceita animais; ...,Residencial,250.0,3.3333333333333335,0.0
2175,2023-12-05 00:41:33.633637,Vivareal,2655224682,"Apartamento com 2 Quartos para Aluguel, 70m²",Apartamento,"Canasvieiras, Florianópolis - SC",,,Canasvieiras,florianopolis,680,Dia,0.0,70.0,1.0,2.0,1.0,https://vivareal.com.br/imovel/apartamento-2-quartos-canasvieiras-bairros-florianopolis-com-garagem-70m2-aluguel-RS680-id-2655224682/,Garagem; Elevador,Residencial,680.0,9.714285714285714,0.0
2176,2023-12-05 00:41:33.634974,Vivareal,2659835762,"Ponto comercial/Loja/Box    para Aluguel, 649m²",Ponto,"Rua Fúlvio Aducci, 656 - Estreito, Florianópolis - SC",Rua Fúlvio Aducci,656.0, Estreito,florianopolis,15000,Mês,0.0,649.0,2.0,,1.0,https://vivareal.com.br/imovel/ponto-comercial-estreito-bairros-florianopolis-com-garagem-649m2-aluguel-RS15000-id-2659835762/,,Comercial,15000.0,23.112480739599384,0.0
2177,2023-12-05 00:41:33.636304,Vivareal,2664258818,"Casa com 3 Quartos para Aluguel, 145m²",Casa,"Canto da Lagoa, Florianópolis - SC",,,Canto da Lagoa,florianopolis,9000,Mês,0.0,145.0,2.0,3.0,1.0,https://vivareal.com.br/imovel/casa-3-quartos-canto-da-lagoa-bairros-florianopolis-com-garagem-145m2-aluguel-RS9000-id-2664258818/,Jardim; Mobiliado; Ar-condicionado,Residencial,9000.0,62.06896551724138,0.0
2178,2023-12-05 00:41:33.637631,Vivareal,2627331640,"Cobertura com 3 Quartos para Aluguel, 198m²",Cobertura,"Avenida Campeche, 1830 - Campeche, Florianópolis - SC",Avenida Campeche,1830.0, Campeche,florianopolis,13000,Mês,1827.0,198.0,3.0,3.0,2.0,https://vivareal.com.br/imovel/cobertura-3-quartos-campeche-bairros-florianopolis-com-garagem-198m2-aluguel-RS13000-id-2627331640/,Mobiliado; Churrasqueira; Elevador; Condomínio fechado; Academia; ...,Residencial,14827.0,65.65656565656566,9.227272727272727
2179,2023-12-05 00:41:33.638927,Vivareal,2530263397,"Apartamento com 3 Quartos para Aluguel, 110m²",Apartamento,"Ponta das Canas, Florianópolis - SC",,,Ponta das Canas,florianopolis,650,Dia,0.0,110.0,2.0,3.0,2.0,https://vivareal.com.br/imovel/apartamento-3-quartos-ponta-das-canas-bairros-florianopolis-com-garagem-110m2-aluguel-RS650-id-2530263397/,,Residencial,650.0,5.909090909090909,0.0
2180,2023-12-05 00:41:33.640248,Vivareal,1037963942,"Apartamento com 3 Quartos para Aluguel, 120m²",Apartamento,"Ingleses do Rio Vermelho, Florianópolis - SC",,,Ingleses do Rio Vermelho,florianopolis,1600,Dia,0.0,120.0,4.0,3.0,2.0,https://vivareal.com.br/imovel/apartamento-3-quartos-ingleses-do-rio-vermelho-bairros-florianopolis-com-garagem-120m2-aluguel-RS1600-id-1037963942/,Piscina; Mobiliado; Churrasqueira; Condomínio fechado; Varanda; ...,Residencial,1600.0,13.333333333333334,0.0
2181,2023-12-05 00:41:33.641587,Vivareal,2624532944,"Apartamento com 3 Quartos para Aluguel, 144m²",Apartamento,"Rua João Meirelles, 1436 - Abraão, Florianópolis - SC",Rua João Meirelles,1436.0, Abraão,florianopolis,4100,Mês,946.0,144.0,3.0,3.0,1.0,https://vivareal.com.br/imovel/apartamento-3-quartos-abraao-bairros-florianopolis-com-garagem-144m2-aluguel-RS4100-id-2624532944/,Piscina; Churrasqueira; Elevador; Condomínio fechado; Varanda; ...,Residencial,5046.0,28.47222222222222,6.569444444444445
2182,2023-12-05 00:41:33.642949,Vivareal,2663455063,"Apartamento com 3 Quartos para Aluguel, 114m²",Apartamento,"Rua Vereador Ramon Filomeno - Itacorubi, Florianópolis - SC",Rua Vereador Ramon Filomeno ,, Itacorubi,florianopolis,6450,Mês,1276.0,114.0,3.0,3.0,2.0,https://vivareal.com.br/imovel/apartamento-3-quartos-itacorubi-bairros-florianopolis-com-garagem-114m2-aluguel-RS6450-id-2663455063/,Piscina; Churrasqueira; Condomínio fechado; Varanda; Ar-condicionado; ...,Residencial,7726.0,56.578947368421055,11.192982456140351
2183,2023-12-05 00:41:33.644300,Vivareal,2586228354,"Apartamento com 2 Quartos para Aluguel, 65m²",Apartamento,"Canasvieiras, Florianópolis - SC",,,Canasvieiras,florianopolis,580,Dia,0.0,65.0,1.0,2.0,1.0,https://vivareal.com.br/imovel/apartamento-2-quartos-canasvieiras-bairros-florianopolis-com-garagem-65m2-aluguel-RS580-id-2586228354/,Churrasqueira; Elevador; Portão eletrônico; Mobiliado,Residencial,580.0,8.923076923076923,0.0
2184,2023-12-05 00:41:33.645633,Vivareal,1039636363,"Casa com 4 Quartos para Aluguel, 350m²",Casa,"Rua das Piraúnas - Jurerê Internacional, Florianópolis - SC",Rua das Piraúnas ,, Jurerê Internacional,florianopolis,2000,Dia,0.0,350.0,5.0,4.0,2.0,https://vivareal.com.br/imovel/casa-4-quartos-jurere-internacional-bairros-florianopolis-com-garagem-350m2-aluguel-RS2000-id-1039636363/,Piscina; Mobiliado; Churrasqueira; Varanda; Quintal; ...,Residencial,2000.0,5.714285714285714,0.0
2185,2023-12-05 00:41:33.646960,Vivareal,2624534016,"Apartamento com 3 Quartos para Aluguel, 130m²",Apartamento,"Rua João Meirelles, 1435 - Abraão, Florianópolis - SC",Rua João Meirelles,1435.0, Abraão,florianopolis,4500,Mês,899.0,130.0,3.0,3.0,1.0,https://vivareal.com.br/imovel/apartamento-3-quartos-abraao-bairros-florianopolis-com-garagem-130m2-aluguel-RS4500-id-2624534016/,Piscina; Churrasqueira; Elevador; Condomínio fechado; Aceita animais; ...,Residencial,5399.0,34.61538461538461,6.915384615384616
2186,2023-12-05 00:41:34.668570,Vivareal,1038966189,"Apartamento com 2 Quartos para Aluguel, 80m²",Apartamento,"Ingleses do Rio Vermelho, Florianópolis - SC",,,Ingleses do Rio Vermelho,florianopolis,600,Dia,0.0,80.0,2.0,2.0,1.0,https://vivareal.com.br/imovel/apartamento-2-quartos-ingleses-do-rio-vermelho-bairros-florianopolis-com-garagem-80m2-aluguel-RS600-id-1038966189/,Piscina; Mobiliado; Churrasqueira; Elevador; Condomínio fechado; ...,Residencial,600.0,7.5,0.0
2187,2023-12-05 00:41:34.670427,Vivareal,74282465,"Apartamento com 2 Quartos para Aluguel, 94m²",Apartamento,"Ingleses do Rio Vermelho, Florianópolis - SC",,,Ingleses do Rio Vermelho,florianopolis,450,Dia,0.0,94.0,2.0,2.0,1.0,https://vivareal.com.br/imovel/apartamento-2-quartos-ingleses-do-rio-vermelho-bairros-florianopolis-com-garagem-94m2-aluguel-RS450-id-74282465/,Garagem,Residencial,450.0,4.787234042553192,0.0
2188,2023-12-05 00:41:34.671821,Vivareal,2638911181,"Ponto comercial/Loja/Box    para Aluguel, 58m²",Ponto,"Avenida Afonso Delambert Neto - Lagoa da Conceição, Florianópolis - SC",Avenida Afonso Delambert Neto ,, Lagoa da Conceição,florianopolis,6000,Mês,0.0,58.0,1.0,,,https://vivareal.com.br/imovel/ponto-comercial-lagoa-da-conceicao-bairros-florianopolis-58m2-aluguel-RS6000-id-2638911181/,,Comercial,6000.0,103.44827586206897,0.0
2189,2023-12-05 00:41:34.673136,Vivareal,2656521803,"Apartamento com 3 Quartos para Aluguel, 120m²",Apartamento,"Rua Rui Barbosa - Agronômica, Florianópolis - SC",Rua Rui Barbosa ,, Agronômica,florianopolis,6500,Mês,1400.0,120.0,2.0,3.0,1.0,https://vivareal.com.br/imovel/apartamento-3-quartos-agronomica-bairros-florianopolis-com-garagem-120m2-aluguel-RS6500-id-2656521803/,Piscina; Mobiliado; Academia; Garagem; Ar-condicionado; ...,Residencial,7900.0,54.166666666666664,11.666666666666666
2190,2023-12-05 00:41:34.674471,Vivareal,2602660214,"Imóvel comercial    para Aluguel, 230m²",Imóvel,"Rua General Eurico Gaspar Dutra - Estreito, Florianópolis - SC",Rua General Eurico Gaspar Dutra ,, Estreito,florianopolis,7400,Mês,0.0,230.0,2.0,,3.0,https://vivareal.com.br/imovel/imovel-comercial-estreito-bairros-florianopolis-com-garagem-230m2-aluguel-RS7400-id-2602660214/,,Residencial,7400.0,32.17391304347826,0.0
2191,2023-12-05 00:41:34.675794,Vivareal,2658822953,"Apartamento com 3 Quartos para Aluguel, 89m²",Apartamento,"Trindade, Florianópolis - SC",,,Trindade,florianopolis,3700,Mês,800.0,89.0,2.0,3.0,1.0,https://vivareal.com.br/imovel/apartamento-3-quartos-trindade-bairros-florianopolis-com-garagem-89m2-aluguel-RS3700-id-2658822953/,Varanda; Academia; Área de serviço; Playground; Salão de festas; ...,Residencial,4500.0,41.57303370786517,8.98876404494382
2192,2023-12-05 00:41:34.677157,Vivareal,2655964895,"Casa com 4 Quartos para Aluguel, 400m²",Casa,"Rua dos Tucunarés - Jurerê Internacional, Florianópolis - SC",Rua dos Tucunarés ,, Jurerê Internacional,florianopolis,20000,Mês,0.0,400.0,4.0,4.0,4.0,https://vivareal.com.br/imovel/casa-4-quartos-jurere-internacional-bairros-florianopolis-com-garagem-400m2-aluguel-RS20000-id-2655964895/,Piscina; Churrasqueira; Quintal; Garagem; Cozinha; ...,Residencial,20000.0,50.0,0.0
2193,2023-12-05 00:41:34.678490,Vivareal,2445229979,"Apartamento com  Quarto para Aluguel, 43m²",Apartamento,"Rua Antônio Heil - Canasvieiras, Florianópolis - SC",Rua Antônio Heil ,, Canasvieiras,florianopolis,500,Dia,0.0,43.0,1.0,1.0,1.0,https://vivareal.com.br/imovel/apartamento-1-quartos-canasvieiras-bairros-florianopolis-com-garagem-43m2-aluguel-RS500-id-2445229979/,,Residencial,500.0,11.627906976744185,0.0
2194,2023-12-05 00:41:34.679814,Vivareal,2534387492,"Ponto comercial/Loja/Box    para Aluguel, 28m²",Ponto,"Rua Trajano, 168 - Centro, Florianópolis - SC",Rua Trajano,168.0, Centro,florianopolis,2400,Mês,0.0,28.0,1.0,,,https://vivareal.com.br/imovel/ponto-comercial-centro-bairros-florianopolis-28m2-aluguel-RS2400-id-2534387492/,,Comercial,2400.0,85.71428571428571,0.0
2195,2023-12-05 00:41:34.681136,Vivareal,2665050052,"Galpão/Depósito/Armazém    para Aluguel, 262m²",Galpão/Depósito/Armazém,"Rua Waldemar Ouriques, 117 - Capoeiras, Florianópolis - SC",Rua Waldemar Ouriques,117.0, Capoeiras,florianopolis,11500,Mês,0.0,262.0,3.0,,5.0,https://vivareal.com.br/imovel/galpao-deposito-armazem-capoeiras-bairros-florianopolis-com-garagem-262m2-aluguel-RS11500-id-2665050052/,,Residencial,11500.0,43.89312977099237,0.0
2196,2023-12-05 00:41:34.682467,Vivareal,2652916298,"Apartamento com 3 Quartos para Aluguel, 120m²",Apartamento,"Ingleses do Rio Vermelho, Florianópolis - SC",,,Ingleses do Rio Vermelho,florianopolis,1000,Dia,0.0,120.0,3.0,3.0,2.0,https://vivareal.com.br/imovel/apartamento-3-quartos-ingleses-do-rio-vermelho-bairros-florianopolis-com-garagem-120m2-aluguel-RS1000-id-2652916298/,Piscina; Playground; Conexão à internet; Segurança 24h; Salão de jogos; ...,Residencial,1000.0,8.333333333333334,0.0
2197,2023-12-05 00:41:34.683810,Vivareal,2655539511,"Sala/Conjunto    para Aluguel, 457m²",Sala/Conjunto,"Rua Lauro Linhares, 589 - Trindade, Florianópolis - SC",Rua Lauro Linhares,589.0, Trindade,florianopolis,15000,Mês,0.0,457.0,4.0,,3.0,https://vivareal.com.br/imovel/sala-comercial-trindade-bairros-florianopolis-com-garagem-457m2-aluguel-RS15000-id-2655539511/,,Residencial,15000.0,32.822757111597376,0.0
2199,2023-12-05 00:41:34.686489,Vivareal,2573835533,"Lote/Terreno    para Aluguel, 195m²",Lote/Terreno,"Rua Lauro Linhares - Trindade, Florianópolis - SC",Rua Lauro Linhares ,, Trindade,florianopolis,6500,Mês,280.0,195.0,,,,https://vivareal.com.br/imovel/lote-terreno-trindade-bairros-florianopolis-195m2-aluguel-RS6500-id-2573835533/,,Residencial,6780.0,33.333333333333336,1.435897435897436
2200,2023-12-05 00:41:34.687804,Vivareal,2655573997,"Apartamento com  Quarto para Aluguel, 29m²",Apartamento,"Rua Augusto Lídio Pires - Trindade, Florianópolis - SC",Rua Augusto Lídio Pires ,, Trindade,florianopolis,2300,Mês,0.0,29.0,1.0,1.0,,https://vivareal.com.br/imovel/apartamento-1-quartos-trindade-bairros-florianopolis-29m2-aluguel-RS2300-id-2655573997/,,Residencial,2300.0,79.3103448275862,0.0
2201,2023-12-05 00:41:34.689112,Vivareal,2648032450,"Apartamento com 3 Quartos para Aluguel, 89m²",Apartamento,"Rua Ernani Castro dos Santos, 130 - Canasvieiras, Florianópolis - SC",Rua Ernani Castro dos Santos,130.0, Canasvieiras,florianopolis,3000,Mês,0.0,89.0,1.0,3.0,1.0,https://vivareal.com.br/imovel/apartamento-3-quartos-canasvieiras-bairros-florianopolis-com-garagem-89m2-aluguel-RS3000-id-2648032450/,Piscina; Mobiliado; Churrasqueira; Ar-condicionado; Jardim; ...,Residencial,3000.0,33.70786516853933,0.0
2202,2023-12-05 00:41:34.690446,Vivareal,2554411705,"Sala/Conjunto    para Aluguel, 210m²",Sala/Conjunto,"Rodovia Virgílio Várzea - Saco Grande, Florianópolis - SC",Rodovia Virgílio Várzea ,, Saco Grande,florianopolis,6300,Mês,0.0,210.0,,,1.0,https://vivareal.com.br/imovel/sala-comercial-saco-grande-bairros-florianopolis-com-garagem-210m2-aluguel-RS6300-id-2554411705/,Elevador,Residencial,6300.0,30.0,0.0
2203,2023-12-05 00:41:34.691756,Vivareal,2586890668,"Casa com 7 Quartos para Aluguel, 800m²",Casa,"Rua dos Camuris - Jurerê Internacional, Florianópolis - SC",Rua dos Camuris ,, Jurerê Internacional,florianopolis,4500,Dia,0.0,800.0,9.0,7.0,4.0,https://vivareal.com.br/imovel/casa-7-quartos-jurere-internacional-bairros-florianopolis-com-garagem-800m2-aluguel-RS4500-id-2586890668/,Piscina; Lareira; Mobiliado,Residencial,4500.0,5.625,0.0
2204,2023-12-05 00:41:34.693163,Vivareal,2665030219,"Apartamento com 2 Quartos para Aluguel, 70m²",Apartamento,"Avenida Campeche, 2639 - Campeche, Florianópolis - SC",Avenida Campeche,2639.0, Campeche,florianopolis,7000,Mês,650.0,70.0,2.0,2.0,1.0,https://vivareal.com.br/imovel/apartamento-2-quartos-campeche-bairros-florianopolis-com-garagem-70m2-aluguel-RS7000-id-2665030219/,Piscina; TV a cabo; Mobiliado; Ar-condicionado; Área de serviço,Residencial,7650.0,100.0,9.285714285714286
2205,2023-12-05 00:41:34.694483,Vivareal,2633442654,Sala/Conjunto    para Venda/Aluguel 191m²,Sala/Conjunto,"Praça Quinze de Novembro, 10 - Centro, Florianópolis - SC",Praça Quinze de Novembro,10.0, Centro,florianopolis,7000,Mês,0.0,191.0,3.0,,,https://vivareal.com.br/imovel/sala-comercial-centro-bairros-florianopolis-191m2-venda-RS595000-id-2633442654/,Condomínio fechado,Residencial,7000.0,36.64921465968586,0.0
